"Event","District","Nature","How_Received","Date","Time","Force_Level","Suspect_Condition","Suspect_Armed","Suspect_Injured","Suspect_Role","Officer_Injured","Officer_Exposed_to_BBP","Suspect_Gender","Suspect_Age","Suspect_Race"
"B18-47511","5","TRAFFIC STOP","OFFICER REPORT","11/19/2018","3:54","1","INTOXICATED","NO","NO","MENTIONED","NO","NO","Female","25","White"
"B18-47847","3","WARRANT SERVICE","OFFICER REPORT","11/21/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","29","White"
"B18-48305","4","TRAFFIC STOP","OFFICER REPORT","11/26/2018","0:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","35","White"
"B18-48552","4","TRAFFIC STOP","OFFICER REPORT","11/28/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","37","White"
"B18-485656","3","SERVICE IP","911","11/28/2018","0:00","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Female","35","White"
"B18-47530","5","DOMESTIC ","911","11/29/2018","0:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","27","White"
"B18-48786","2","BURGLARY IP","911","11/29/2018","0:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","34","White"
"B18-48855","4","WARRANT SERVICE","TELEPHONE","11/30/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","18","White"
"B18-49107","5","DISTRUBANCE","TELEPHONE","12/1/2018","0:00","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","28","White"
"B18-49588","5","TRAFFIC STOP","OFFICER REPORT","12/5/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","33","White"
"B18-49580","2","DRUNK","TELEPHONE","12/5/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-49829","5","DISTURBANCE","OFFICER REPORT","12/6/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","47","White"
"B18-49763","5","JUVENILE","TELEPHONE","12/6/2018","9:46","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","11","White"
"B18-50007","2","INTOXICATION","TELEPHONE","12/7/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-49868","3","WARRANT SERVICE","OFFICER REPORT","12/7/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","Black"
"B18-50187","1","WELFARE CHECK","TELEPHONE","12/9/2018","0:00","1","MENTALLY DISTRUBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","22","Black"
"B18-50702","5","DISTURBANCE","OFFICER REPORT","12/13/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-50875","3","WEAPON IP","TELEPHONE","12/14/2018","0:00","1","MENTALLY DISTRUBED","NO","YES","IMMEDIATE DETENTION","NO","NO","Male","28","White"
"B18-51200","5","WELFARE CHECK","TELEPHONE","12/16/2018","0:00","2","UNKNOWN","NO","YES","ARRESTEE","NO","YES","Male","20","White"
"B18-51116","1","WELFARE CHECK","911","12/16/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B18-51400","4","SUSPICIOUS ACT","OFFICER REPORT","12/18/2018","0:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","26","White"
"B18-52129","3","DISTURBANCE","TELEPHONE","12/24/2018","0:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","36","White"
"B18-52447","5","SUSPICIOUS ACT","TELEPHONE","12/28/2018","0:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","22","White"
"B18-52657","4","DOMESTIC","911","12/29/2018","0:00","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Male","63","White"
"B18-52680","1","DISTURBANCE","OFFICER REPORT","12/30/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","24","White"
"B18-52834","1","INTOXICATION","TELEPHONE","12/31/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","33","White"
"B18-52833","3","DISTURBANCE","911","12/31/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B19-00259","1","DOMESTIC","911.0","2019-01-02T00:00:00","19:44:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B19-00292","1","TRAFFIC STOP","OFFICER REPORT","2019-01-03T00:00:00","00:35:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","25","White"
"B19-00321","4","MENTAL HEALTH","TELEPHONE","2019-01-03T00:00:00","12:05:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","45","White"
"B19-00454","2","SUSPICIOUS ACT","911.0","2019-01-04T00:00:00","10:01:00","1","NORMAL","NO","NO","ARRESTEE - OTHER","NO","NO","Male","37","White"
"B19-00737","5","WELFARE CHECK","TELEPHONE","2019-01-06T00:00:00","11:57:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","56","White"
"B19-00792","2","ROBBERY","TELEPHONE","2019-01-06T00:00:00","19:57:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","28","Black"
"B19-00792","2","ROBBERY","TELEPHONE","2019-01-06T00:00:00","19:57:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","29","Black"
"B19-00792","2","ROBBERY","TELEPHONE","2019-01-06T00:00:00","19:57:00","1","NORMAL","NO","NO","VICTIM","NO","NO","Male","22","White"
"B19-00824","5","DOMESTIC","TELEPHONE","2019-01-06T00:00:00","23:47:00","1","NORMAL","YES","NO","ARRESTEE","YES","NO","Male","25","White"
"B19-00943","3","DISTURBANCE","TELEPHONE","2019-01-07T00:00:00","22:56:00",NA,"NORMAL","NO","NO","INVOLVED","NO","NO","Female","35","White"
"B19-00943","3","DISTURBANCE","TELEPHONE","2019-01-07T00:00:00","22:56:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","41","White"
"B19-01345","2","DISTURBANCE","TELEPHONE","2019-01-10T00:00:00","02:07:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","26","White"
"B19-01426","1","DISTURBANCE","TELEPHONE","2019-01-10T00:00:00","18:59:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","41","White"
"B19-01549","3","ROBBERY","911.0","2019-01-11T00:00:00","20:45:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","23","Black"
"B19-01633","3","WELFARE CHECK","TELEPHONE","2019-01-11T00:00:00","23:09:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","31","Black"
"B19-01635","2","BURGLARY","911.0","2019-01-11T00:00:00","23:28:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B19-01654","3","DISTURBANCE","911.0","2019-01-11T00:00:00","02:29:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","28","Black"
"B19-01766","4","WEAPONS","TELEPHONE","2019-01-13T00:00:00","00:07:00","1","UNKNOWN","YES","NO","INVOLVED","NO","NO","Male","37","White"
"B19-01766","4","WEAPONS","TELEPHONE","2019-01-13T00:00:00","00:07:00","1","UNKNOWN","YES","NO","INVOLVED","NO","NO","Male","36","White"
"B19-01878","5","WARRANT SERVICE","TELEPHONE","2019-01-14T00:00:00","02:33:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","36","White"
"B19-02039","3","TRAFFIC STOP","OFFICER REPORT","2019-01-15T00:00:00","03:34:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","39","White"
"B19-02131","4","WELFARE CHECK","911.0","2019-01-15T00:00:00","20:42:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","40","Black"
"B19-02174","3","SUSPICIOUS ACT","911.0","2019-01-16T00:00:00","04:00:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","21","White"
"B19-02174","3","SUSPICIOUS ACT","911.0","2019-01-16T00:00:00","04:00:00","1","UNKNOWN","NO","NO","VICTIM","NO","NO","Female","22","White"
"B19-02329","1","ROBBERY","911.0","2019-01-17T00:00:00","02:28:00","2","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","27","Black"
"B19-02623","4","THEFT","911.0","2019-01-18T00:00:00","23:02:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B19-02639","5","WARRANT SERVICE","911.0","2019-01-19T00:00:00","00:12:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B19-02818","2","WARRANT SERVICE","TELEPHONE","2019-01-20T00:00:00","15:07:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","25","White"
"B19-03409","1","WELFARE CHECK","OFFICER REPORT","2019-01-25T00:00:00","02:17:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","20","White"
"B19-03415","1","DRUNK","OFFICER REPORT","2019-01-25T00:00:00","03:13:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B19-04264","5","WEAPONS","TELEPHONE","2019-01-31T00:00:00","11:38:00","1","UNKNOWN","YES","NO","ARRESTEE","NO","NO","Male","36","White"
"B19-04510","3","DOMESTIC ","OFFICER REPORT","2019-02-02T00:00:00","00:23:00","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Male","39","White"
"B19-04600","3","TRESPASS","TELEPHONE","2019-02-02T00:00:00","15:34:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","57","Black"
"B19-04634","4","DOMESTIC","911.0","2019-02-02T00:00:00","19:47:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","25","Black"
"B19-04635","1","SUSPICIOUS ACT","911.0","2019-02-02T00:00:00","19:47:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","37","White"
"B19-04637","3","WELFARE CHECK","TELEPHONE","2019-02-02T00:00:00","20:05:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","34","White"
"B19-04659","2","NOISE","TELEPHONE","2019-02-02T00:00:00","23:33:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","22","White"
"B19-04808","1","ATL","TELEPHONE","2019-02-04T00:00:00","06:26:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","48","White"
"B19-04980","3","DOMESTIC","911.0","2019-02-05T00:00:00","11:09:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B19-05078","3","TRESPASS","TELEPHONE","2019-02-06T00:00:00","02:03:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","31","White"
"B19-05160","1","WEAPONS","911.0","2019-02-06T00:00:00","17:22:00",NA,"INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","53","White"
"B19-05465","5","DISTURBANCE","911.0","2019-02-08T00:00:00","16:01:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","14","White"
"B19-05611","3","DISTURBANCE","TELEPHONE","2019-02-09T00:00:00","16:24:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","14","White"
"B19-05744","4","DOMESTIC","911.0","2019-02-10T00:00:00","20:00:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","24","Black"
"B19-05807","3","SUSPICIOUS ACT","OFFICER REPORT","2019-02-10T00:00:00","23:30:00","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Male","16","White"
"B19-05908","3","WEAPONS","TELEPHONE","2019-02-11T00:00:00","18:10:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","27","White"
"B19-05908","3","WEAPONS","TELEPHONE","2019-02-11T00:00:00","18:10:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","24","White"
"B19-05908","3","WEAPONS","TELEPHONE","2019-02-11T00:00:00","18:10:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","23","White"
"B19-05956","5","WELFARE CHECK","TELEPHONE","2019-02-12T00:00:00","07:55:00","1","MENTALLY DISTURBED","YES","NO","IMMEDIATE DETENTION","NO","NO","Male","57","White"
"B19-06018","4","SUSPICIOUS ACT","OFFICER REPORT","2019-02-12T00:00:00","17:27:00","1","NORMAL","YES","NO","JUVENILE REFERRAL","NO","NO","Male","17","White"
"B19-06372","4","DISTURBANCE","911.0","2019-02-15T00:00:00","09:24:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","44","White"
"B19-06375","4","VEHICLE THEFT","TELEPHONE","2019-02-15T00:00:00","10:10:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","33","White"
"B19-06750","1","SUSPICIOUS ACT","OFFICER REPORT","2019-02-17T00:00:00","17:49:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","46","White"
"B19-06750","4","WARRANT SERVICE","OFFICER REPORT","2019-02-17T00:00:00","19:01:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","46","White"
"B19-06782","3","SUSPICIOUS ACT","OFFICER REPORT","2019-02-17T00:00:00","23:36:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","48","White"
"B19-06936","3","SUSPICIOUS ACT","OFFICER REPORT","2019-02-19T00:00:00","02:19:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","34","White"
"B19-06936","3","SUSPICIOUS ACT","OFFICER REPORT","2019-02-19T00:00:00","02:19:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","37","White"
"B19-06936","3","SUSPICIOUS ACT","OFFICER REPORT","2019-02-19T00:00:00","02:19:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","35","White"
"B19-07129","3","ABUSE","TELEPHONE","2019-02-20T00:00:00","09:48:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","27","White"
"B19-07329","5","WARRANT SERVICE","911.0","2019-02-21T00:00:00","16:15:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","42","White"
"B19-07516","5","WARRANT SERVICE","TELEPHONE","2019-02-22T00:00:00","18:57:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B19-07578","5","WEAPONS","911.0","2019-02-23T00:00:00","03:58:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B19-07578","5","WEAPONS","911.0","2019-02-23T00:00:00","03:58:00","1","NORMAL","NO","NO","MENTIONED","NO","NO","Male","42","White"
"B19-07681","3","BURGLARY","911.0","2019-02-23T00:00:00","21:09:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","White"
"B19-07743","1","FOLLOW UP","OFFICER REPORT","2019-02-24T00:00:00","05:00:00","1","NORMAL","NO","NO","OFFENDER- OTHER","NO","NO","Male","35","Black"
"B19-07807","3","WELFARE CHECK","911.0","2019-02-24T00:00:00","18:48:00","1","MENTALLY DISTURBED","YES","NO","INVOLVED","NO","NO","Male","59","White"
"B19-07928","5","DISTURBANCE","TELEPHONE","2019-02-25T00:00:00","17:19:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","42","White"
"B19-08138","5","TRAFFIC STOP","OFFICER REPORT","2019-02-27T00:00:00","08:43:00","1","UNKNOWN","NO","NO","MENTIONED","NO","NO","Male","31","Black"
"B19-08160","1","DISTURBANCE","TELEPHONE","2019-02-27T00:00:00","11:52:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B19-08361","5","DISTURBANCE","911.0","2019-02-28T00:00:00","20:05:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","22","White"
"B19-09109","4","TRESPASS","OFFICER REPORT","2019-03-05T00:00:00","10:07:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B19-09194","4","TRAFFIC STOP","OFFICER REPORT","2019-03-05T00:00:00","20:35:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","54","White"
"B19-09483","5","SERVICE ","911.0","2019-03-07T00:00:00","18:47:00","1","MENTALLY DISTURBED","NO","NO","OFFENDER","NO","NO","Female","22","White"
"B19-09575","3","SUSPICIOUS ACT","OFFICER REPORT","2019-03-08T00:00:00","12:49:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B19-10201","4","DISTURBANCE","911.0","2019-03-12T00:00:00","22:52:00","1","INTOXICATED","YES","NO","MENTIONED","NO","NO","Male","41","White"
"B19-10388","3","DOMESTIC","TELEPHONE","2019-03-14T00:00:00","11:18:00",NA,"MENTALLY DISTURBED","YES","NO","JUVENILE REFERRAL","NO","NO","Male","16","Asian/Pacific Islander"
"B19-10415","5","ROBBERY","911.0","2019-03-14T00:00:00","16:01:00","1","UNKNOWN","YES","NO","ARRESTEE","NO","NO","Male","36","White"
"B19-10545","3","SUSPICIOUS ACT","OFFICER REPORT","2019-03-15T00:00:00","04:25:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","46","White, Black"
"B19-10712","3","THEFT","OFFICER REPORT","2019-03-16T00:00:00","16:14:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","19","Hispanic"
"B19-10741","4","FOLLOW UP","TELEPHONE","2019-03-16T00:00:00","21:58:00","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","59","White"
"B19-10770","5","SUSPICIOUS ACT","TELEPHONE","2019-03-17T00:00:00","02:46:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","40","White"
"B19-10833","3","DRUGS","TELEPHONE","2019-03-17T00:00:00","18:53:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B19-11353","5","JUVENILE","TELEPHONE","2019-03-21T00:00:00","15:42:00","1","UNKNOWN","NO","NO","OFFENDER","NO","NO","Male","10","Black"
"B19-11880","4","TRAFFIC STOP","OFFICER REPORT","2019-03-24T00:00:00","22:44:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","47","White"
"B19-12161","3","WARRANT SERVICE","OFFICER REPORT","2019-03-26T00:00:00","22:51:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","47","Black"
"B19-12186","5","HARASSMENT","911.0","2019-03-27T00:00:00","03:29:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","28","White"
"B19-12285","5","SERVICE ","TELEPHONE","2019-03-27T00:00:00","18:29:00","1","NORMAL","YES","NO","MENTIONED","NO","YES","Male","35","White"
"B19-12428","3","THEFT","TELEPHONE","2019-03-28T00:00:00","16:15:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B19-12514","1","WEAPONS","911.0","2019-03-29T00:00:00","01:59:00",NA,"INTOXICATED","YES","NO","OFFENDER","NO","NO","Male","31","Black"
"B19-13093","4","DISTURBANCE","TELEPHONE","2019-04-02T00:00:00","14:06:00","1","MENTALLY DISTURBED","YES","NO","OFFENDER","NO","NO","Male","24","White"
"B19-13364","3","FIGHT","OFFICER REPORT","2019-04-04T00:00:00","13:26:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","33","Black"
"B19-13639","2","DISTURBANCE","911.0","2019-04-16T00:00:00","10:13:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Female","36","White"
"B19-13883","3","FIGHT","911.0","2019-04-07T00:00:00","22:32:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B19-15043","1","SUSPICIOUS ACT","OFFICER REPORT","2019-04-13T00:00:00","21:39:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","19","Black"
"B19-15124","1","DOMESTIC","911.0","2019-04-14T00:00:00","01:57:00","1","INTOXICATED","NO","NO","MENTIONED","NO","NO","Male","26","White"
"B19-15139","5","SUSPICIOUS ACT","OFFICER REPORT","2019-04-14T00:00:00","02:47:00","1","NORMAL","YES","YES","ARRESTEE","NO","NO","Male","20","Black"
"B19-15221","5","WELFARE CHECK","TELEPHONE","2019-04-14T00:00:00","15:55:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B19-15325","5","DISTURBANCE","TELEPHONE","2019-04-15T00:00:00","13:50:00","1","MENTALLY DISTURBED","YES","NO","ARRESTEE","NO","NO","Male","29","White"
"B19-15914","4","ACCIDENT","TELEPHONE","2019-04-19T00:00:00","19:07:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","38","White"
"B19-15959","3","TRAFFIC STOP","OFFICER REPORT","2019-04-20T00:00:00","02:37:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B19-16027","4","WELFARE CHECK","911.0","2019-04-20T00:00:00","18:45:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","39","White"
"B19-16343","1","ASSAULT","911.0","2019-04-23T00:00:00","00:13:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","36","White"
"B19-16676","1","WELFARE CHECK","TELEPHONE","2019-04-25T00:00:00","10:15:00","1","MENTALLY DISTURBED","YES","NO","IMMEDIATE DETENTION","NO","NO","Male","26","Black"
"B19-16766","1","FOLLOW UP","TELEPHONE","2019-04-25T00:00:00","22:17:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B19-16818","5","WEAPONS","911.0","2019-04-25T00:00:00","10:55:00","1","MENTALLY DISTURBED","YES","NO","MENTIONED","NO","NO","Male","38","White"
"B19-17037","5","VEHICLE THEFT","911.0","2019-04-27T00:00:00","18:00:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","62","White"
"B19-17037","5","VEHICLE THEFT","911.0","2019-04-27T00:00:00","18:00:00","1","NORMAL","NO","NO","OFFENDER","NO","NO","Male","25","White"
"B19-17385","4","WARRANT SERVICE","OFFICER REPORT","2019-04-29T00:00:00","23:10:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","47","White"
"B19-17408","4","DISTURBANCE","911.0","2019-04-30T00:00:00","03:45:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","18","Black"
"B19-18044","2","FIGHT","TELEPHONE","2019-05-03T00:00:00","19:56:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","29","White"
"B19-18047","4","DOMESTIC ","911.0","2019-05-03T00:00:00","20:30:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","66","Black"
"B19-18072","1","HARASSMENT","911.0","2019-05-03T00:00:00","22:47:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","59","White"
"B19-18339","1","WELFARE CHECK","911.0","2019-05-06T00:00:00","23:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","49","White"
"B19-18441","4","WELFARE CHECK","TELEPHONE","2019-05-06T00:00:00","17:30:00","1","INTOXICATED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","23","White"
"B19-18917","2","WARRANT SERVICE","TELEPHONE","2019-05-09T00:00:00","16:15:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","27","White"
"B19-19310","1","ACCIDENT","911.0","2019-05-12T00:00:00","04:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","27","White"
"B19-19712","3","DISTURBANCE","911.0","2019-05-14T00:00:00","23:31:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","37","Black"
"B19-20169","3","WELFARE CHECK","911.0","2019-05-17T00:00:00","22:13:00","1","NORMAL","NO","NO","ARRESTEE","YES","NO","Male","31","Black"
"B19-20343","5","ACCIDENT","911.0","2019-05-19T00:00:00","09:50:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","25","Black"
"B19-20806","2","ATL","TELEPHONE","2019-05-22T00:00:00","11:54:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Female","29","Black"
"B19-20806","2","ATL","TELEPHONE","2019-05-22T00:00:00","11:54:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","23","Black"
"B19-20806","2","ATL","TELEPHONE","2019-05-22T00:00:00","11:54:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","23","Black"
"B19-20806","2","ATL","TELEPHONE","2019-05-22T00:00:00","11:54:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","34","White"
