"PIB File Number","Date","Disposition","Service Type","Force Type","Force Level","Officer Race","Officer Gender","Officer Age","Officers Yrs of Service","Subject Gender","Subject Race","Subject Age","Subject Injured","UOF Reason","Officer Injured","Number of Officers","Binning Number of Officers","Force.Type.Binning"
"FTN2018-0256","07/14/2018","UOF Justified","Arresting","Firearm (Exhibited)","L1","White","Male","33","5","Female | Male | Male","Black | Black | Black",NA,"No | No | No","Flight from an Officer","No",1,"1","1"
"FTN2018-0257","07/17/2018","UOF Justified","Pedestrian Stop","Takedown (no injury)","L1","White","Male","32","6","Male","Black","31","No","Flight from an Officer","No",1,"1","1"
"FTN2018-0259","07/17/2018","UOF Justified","Arresting","Firearm (Exhibited)","L1","Black","Male","22","4","Male","Black","41","No","Flight from an Officer","No",1,"1","1"
"FTN2018-0258","07/17/2018","UOF Justified","Call for Service","Takedown (no injury)","L1","White","Male","27","3","Male","Black","32","No","Resisting Lawful Arrest","No",1,"1","1"
"FTN2016-0396","08/03/2016","Use Of Force Authorized",NA,"Firearm (Exhibited)","L1","White","Male","39","11","Male | Male | Male","Black | Black | Black","29 | 29 | 29","No | No | No",NA,"No",1,"1","1"
"FTN2018-0260","07/18/2018","UOF Justified","Traffic Stop","Force (Escort Tech) | Hands | Hands | Force (Escort Tech) | Hands","L1 | L1 | L1 | L1 | L1","Black | Black | Black | Black | Black","Male | Male | Male | Male | Male","46 | 46 | 55 | 45 | 45","13 | 13 | 32 | 21 | 21","Female","Black","34","No","Resisting Lawful Arrest","No | No | No | No | No",5,"3+","2"
"FTN2019-0226","07/05/2019","UOF Justified With Training","Arresting","Force (Take Down)","L2","Hispanic","Male","39","9","Male","Black","0","Yes","Resisting Lawful Arrest","No",1,"1","1"
"FTN2019-0227","07/05/2019","UOF Justified","Arresting","Takedown (no injury)","L1","White","Male","49","23","Male","Black","45","No","Resisting Lawful Arrest","No",1,"1","1"
"FTN2019-0228","07/07/2019","UOF Justified","Traffic Stop","Firearm (Exhibited) | Canine (No Bite)","L1 | L2","Black | White","Male | Male","31 | 51","12 | 29","Male","Black","18","No","Flight from an Officer","No | No",2,"2","2"
"FTN2019-0229","07/08/2019","UOF Justified","Call for Service","CEW Exhibited/Laser | Hands | Takedown (no injury)","L1 | L1 | L1","White | White | White","Male | Male | Male","22 | 22 | 22","3 | 3 | 3","Male","Black","27","No","Resisting Lawful Arrest","No | No | No",3,"3+","2"
"FTN2019-0230","07/10/2019","UOF Justified","Call for Service","Firearm (Exhibited)","L1","White","Male","25","5","Male","Black",NA,"No","refuse verbal commands","No",1,"1","1"
"FTN2019-0231","07/13/2019","UOF Justified","Call for Service","Firearm (Exhibited)","L1","Black","Male","53","24","Male","White","26","No","Weapon Exhibited","No",1,"1","1"
"FTN2019-0232","07/15/2019","UOF Justified","Call for Service","Takedown (no injury)","L1","Black","Male","39","12","Male","Black","17","No","refuse verbal commands","Yes",1,"1","1"
"FTN2019-0233","07/17/2019","UOF Justified","Call for Service","Takedown (no injury)","L1","Black","Male","23","3","Male","Black","39","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0235","07/18/2019","UOF Justified","Traffic Stop","Firearm (Exhibited) | Hands | Firearm (Exhibited) | Hands","L1 | L1 | L1 | L1","Black | Black | Black | Black","Male | Male | Male | Male","25 | 25 | 32 | 32","3 | 3 | 3 | 3","Male","Black","23","No","Weapon Exhibited","No | No | No | No",4,"3+","1"
"FTN2019-0235","07/18/2019","UOF Justified","Traffic Stop","Firearm (Exhibited) | Hands | Firearm (Exhibited) | Hands","L1 | L1 | L1 | L1","Black | Black | Black | Black","Male | Male | Male | Male","25 | 25 | 32 | 32","3 | 3 | 3 | 3","Male","Black","23","No","Weapon Exhibited","No | No | No | No",4,"3+","1"
"FTN2019-0236","07/18/2019","UOF Justified","Arresting","Hands | Takedown (w/injury) | Hands | Takedown (w/injury)","L1 | L2 | L1 | L2","Hispanic | Hispanic | White | White","Male | Male | Male | Male","25 | 25 | 36 | 36","4 | 4 | 3 | 3","Male","Black","32","Yes","Resisting Lawful Arrest","No | No | No | No",4,"3+","1"
"FTN2019-0237","07/18/2019","UOF Justified","Call for Service","Firearm (Exhibited)","L1","Black","Male","36","5","Male","Black","20","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0234","07/18/2019","UOF Justified","Arresting","Hands | Hands | Takedown (no injury)","L1 | L1 | L1","White | Black | Black","Male | Female | Male","44 | 51 | 56","17 | 25 | 26","Male","Black","43","No","Flight from an Officer","No | No | No",3,"3+","1"
"FTN2019-0238","07/20/2019","UOF Justified","Call for Service","Hands","L1","Black","Female","33","13","Male","Black","38","No","Battery on Police Officer","No",1,"1","1"
"FTN2019-0239","07/24/2019","UOF Justified With Training","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Hispanic | White","Male | Male","42 | 35","4 | 4","Male","Black","23","No","Flight from an Officer","No | No",2,"2","1"
"FTN2019-0241","07/25/2019","UOF Justified","Serving a Warrant","Firearm (Exhibited)","L1","Black","Male","31","8","Male","Black","39","No","Tactical Deployments","No",1,"1","1"
"FTN2019-0240","07/25/2019","UOF Justified","Call for Service","Takedown (no injury) | Takedown (no injury)","L1 | L1","Black | Black","Male | Female","57 | 36","1 | 5","Male","White","24","No","refuse verbal commands","No | No",2,"2","1"
"FTN2019-0252","07/25/2019","UOF Justified With Policy Violation","Call for Service","Takedown (w/injury) | Hands","L2 | L1","Black | White","Female | Female","51 | 47","20 | 6","Male","Black","28","Yes","Resisting Lawful Arrest","No | Yes",2,"2","1"
"FTN2019-0242","07/27/2019","UOF Justified","Serving a Warrant","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | White","Male | Male","42 | 32","18 | 9","Male | Male | Male | Male","Black | Black | Black | Black","45 | 40 | 33 | 45","No | No | No | No","Tactical Deployments","No | No",2,"2","1"
"FTN2019-0243","07/28/2019","UOF Justified","Call for Service","CEW Exhibited/Laser | Takedown (no injury) | Takedown (no injury)","L1 | L1 | L1","Asian/Pacifi | Asian/Pacifi | White","Male | Male | Male","25 | 25 | 36","4 | 4 | 3","Male","Black","38","No","Resisting Lawful Arrest","Yes | Yes | Yes",3,"3+","2"
"FTN2019-0243","07/28/2019","UOF Justified","Call for Service","CEW Exhibited/Laser | Takedown (no injury) | Takedown (no injury)","L1 | L1 | L1","Asian/Pacifi | Asian/Pacifi | White","Male | Male | Male","25 | 25 | 36","4 | 4 | 3","Male","Black","38","No","Resisting Lawful Arrest","Yes | Yes | Yes",3,"3+","2"
"FTN2019-0244","07/30/2019","UOF Justified","Call for Service","Takedown (w/injury) | Takedown (w/injury) | Takedown (w/injury)","L2 | L2 | L2","Hispanic | White | Black","Male | Male | Male","54 | 26 | 25","13 | 5 | 4","Male","Black","22","Yes","Resisting Lawful Arrest","No | No | No",3,"3+","1"
"FTN2019-0245","07/30/2019","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","Black | White | White","Male | Female | Male","35 | 48 | 26","13 | 9 | 2","Male","Black","37","No","Flight from an Officer","No | No | No",3,"3+","1"
"FTN2019-0246","08/01/2019","UOF Justified","Arresting","Firearm (Exhibited)","L1","White","Male","31","9","Female","Black","38","No","Tactical Deployments","No",1,"1","1"
"FTN2019-0250","08/06/2019","Pending","Call for Service","CEW Deployment","L2","White","Female","29","2","Female | Female","Black | Black","18 | 25","No | No","refuse verbal commands","No",1,"1","2"
"FTN2019-0249","08/06/2019","UOF Justified","Call for Service","CEW Deployment","L2","White","Male","25","4","Male","White","28","Yes","Battery on Police Officer","No",1,"1","2"
"FTN2019-0248","08/06/2019","UOF Justified","Pedestrian Stop","Firearm (Exhibited) | Firearm (Exhibited) | Rifle (Pointed) | Canine (No Bite)","L1 | L1 | L1 | L2","White | Black | Black | White","Male | Male | Male | Male","39 | 35 | 35 | 60","13 | 13 | 13 | 14","Male","Black","45","Yes",NA,"No | No | No | No",4,"3+","2"
"FTN2019-0254","08/10/2019","UOF Justified With Training","Arresting","Firearm (Exhibited) | Firearm (Exhibited) | CEW Deployment","L1 | L1 | L2","Black | Black | Black","Male | Male | Male","33 | 33 | 33","4 | 4 | 4","Male","Black","29","Yes","Flight from an Officer","Yes | Yes | Yes",3,"3+","2"
"FTN2019-0253","08/10/2019","UOF Justified","Call for Service","Hands | Hands","L1 | L1","White | Black","Male | Male","37 | 29","3 | 2","Male","White","38","No","refuse verbal commands","No | No",2,"2","1"
"FTN2019-0255","08/11/2019","UOF Justified","Pedestrian Stop","Firearm (Exhibited)","L1","Hispanic","Male","37","3","Male","Black","45","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0316","08/12/2019","UOF Justified With Training","Call for Service","Hands | Hands | Takedown (no injury)","L1 | L1 | L1","Black | Black | Black","Male | Male | Male","50 | 26 | 26","13 | 4 | 4","Male","Black","35","No","refuse verbal commands","No | No | No",3,"3+","1"
"FTN2019-0316","08/12/2019","UOF Justified With Training","Call for Service","Hands | Hands | Takedown (no injury)","L1 | L1 | L1","Black | Black | Black","Male | Male | Male","50 | 26 | 26","13 | 4 | 4","Male","Black","35","No","refuse verbal commands","No | No | No",3,"3+","1"
"FTN2019-0257","08/13/2019","UOF Justified","Call for Service","Takedown (w/injury)","L2","Not Specifie","Male","31","3","Male","Black","16","Yes","Flight from an Officer","No",1,"1","1"
"FTN2019-0258","08/14/2019","UOF Justified","Call for Service","Hands | Takedown (no injury)","L1 | L1","Black | White","Male | Male","54 | 42","20 | 5","Male","Black","23","No","Battery on Police Officer","No | No",2,"2","1"
"FTN2019-0260","08/15/2019","UOF Justified","Call for Service","Force (Escort Tech)","L1","White","Male","46","2","Female","White","26","No","Resisting Lawful Arrest","No",1,"1","2"
"FTN2019-0261","08/15/2019","UOF Justified","Call for Service","Force (Take Down)","L2","Black","Male","38","12","Male","Black","19","Yes","Resisting Lawful Arrest","No",1,"1","1"
"FTN2019-0262","08/17/2019","UOF Not Justified","Arresting","CEW Deployment","L2","White","Female","36","3","Male","White","31","No","Resisting Lawful Arrest","No",1,"1","2"
"FTN2019-0263","08/18/2019","UOF Justified","Call for Service","Takedown (no injury) | Takedown (no injury)","L1 | L1","Asian/Pacifi | White","Male | Male","28 | 26","3 | 3","Male","Black","27","No","refuse verbal commands","No | No",2,"2","1"
"FTN2019-0264","08/21/2019","UOF Justified","Call for Service","Takedown (no injury)","L1","Black","Male","48","13","Male","White",NA,"No","refuse verbal commands","Yes",1,"1","1"
"FTN2019-0266","08/23/2019","UOF Justified","Call for Service","Takedown (w/injury) | CEW Exhibited/Laser | Takedown (w/injury)","L2 | L1 | L2","White | Black | Black","Male | Male | Male","49 | 40 | 40","2 | 16 | 16","Male","Black","29","Yes","Resisting Lawful Arrest","No | No | No",3,"3+","2"
"FTN2019-0268","08/25/2019","UOF Justified","Traffic Stop","Takedown (no injury) | Takedown (no injury)","L1 | L1","Black | White","Male | Male","33 | 26","6 | 6","Male","White",NA,"No",NA,"No | No",2,"2","1"
"FTN2019-0269","08/25/2019","UOF Not Justified","Call for Service","Firearm (Exhibited)","L1","Black","Male","41","12","Male","Black","31","No","Resisting Lawful Arrest","No",1,"1","1"
"FTN2019-0270","08/26/2019","UOF Justified","Pedestrian Stop","Firearm (Exhibited) | Canine (No Bite)","L1 | L2","White | White","Male | Male","39 | 60","13 | 14","Male","Black","31","No","Flight from an Officer","No | No",2,"2","2"
"FTN2019-0271","08/27/2019","UOF Justified","Arresting","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","39 | 45","16 | 20","Male","Black","30","No","Tactical Deployments","No | No",2,"2","1"
"FTN2019-0272","08/28/2019","UOF Justified With Policy Violation","Arresting","Takedown (no injury)","L1","Black","Male","31","5","Male","Black","17","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0274","08/28/2019","UOF Justified","Call for Service","Hands | Takedown (no injury)","L1 | L1","White | White","Male | Male","40 | 30","8 | 6","Male","Black","55","No","refuse verbal commands","No | No",2,"2","1"
"FTN2019-0276","08/28/2019","UOF Justified","Arresting","Takedown (no injury)","L1","White","Male","38","12","Female","White","38","No","Battery on Police Officer","No",1,"1","1"
"FTN2019-0273","08/28/2019","UOF Not Justified","Arresting","CEW Exhibited/Laser | Force (Take Down)","L1 | L2","Hispanic | Hispanic","Male | Male","26 | 26","4 | 4","Female","Black","62","Yes",NA,"No | No",2,"2","2"
"FTN2019-0275","08/29/2019","UOF Justified","Call for Service","Hands | Hands | Hands | Hands | Hands | Hands","L1 | L1 | L1 | L1 | L1 | L1","Black | Black | Black | White | White | Hispanic","Male | Female | Female | Male | Female | Male","46 | 38 | 43 | 55 | 27 | 28","6 | 17 | 16 | 25 | 3 | 3","Male","Black","21","No",NA,"Yes | No | Yes | Yes | Yes | No",6,"3+","1"
"FTN2019-0277","08/31/2019","UOF Justified","Call for Service","Hands","L1","White","Male","31","5","Female","Asian",NA,"No","refuse verbal commands","No",1,"1","1"
"FTN2019-0278","08/31/2019","UOF Justified","Arresting","Takedown (no injury)","L1","Hispanic","Male","24","5","Male","Black","33","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0279","09/01/2019","UOF Justified","Arresting","Force (Take Down)","L2","White","Male","27","5","Male","Black","26","Yes","Flight from an Officer","Yes",1,"1","1"
"FTN2019-0280","09/02/2019","UOF Justified","Call for Service","CEW Deployment","L2","White","Male","53","14","Male","Black","35","No","refuse verbal commands","No",1,"1","2"
"FTN2019-0281","09/02/2019","UOF Justified With Training","Call for Service","CEW Deployment | Takedown (no injury)","L2 | L1","Black | Asian/Pacifi","Female | Male","31 | 24","4 | 3","Male","Black","27","No","refuse verbal commands","No | No",2,"2","2"
"FTN2019-0282","09/03/2019","UOF Justified","Arresting","CEW Deployment","L2","Black","Male","29","4","Male","Black","37","Yes","Resisting Lawful Arrest","No",1,"1","2"
"FTN2019-0284","09/05/2019","UOF Justified","Call for Service","Hands | Hands | Hands","L1 | L1 | L1","White | Hispanic | White","Male | Male | Female","42 | 34 | 23","18 | 4 | 3","Female","Black","45","No","refuse verbal commands","No | No | No",3,"3+","1"
"FTN2019-0285","09/05/2019","UOF Justified","Arresting","CEW Deployment","L2","Black","Male","29","4","Male","Black","49","No","Flight from an Officer","No",1,"1","2"
"FTN2019-0283","09/05/2019","UOF Justified","Call for Service","Firearm (Exhibited)","L1","Black","Male","52","23","Male | Male","Black | Black","38 | 39","No | No","Room Clearing","No",1,"1","1"
"FTN2019-0288","09/08/2019","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","White | American Ind | White","Male | Male | Male","33 | 25 | 32","8 | 3 | 3","Male","Black","55","No","Weapon Exhibited","No | No | No",3,"3+","1"
"FTN2019-0287","09/08/2019","UOF Justified","Call for Service","Firearm (Exhibited)","L1","White","Male","45","13","Male","Black","37","No","Room clearing","No",1,"1","1"
"FTN2019-0289","09/09/2019","UOF Justified","Call for Service","Hands | Takedown (no injury) | Hands | Takedown (no injury)","L1 | L1 | L1 | L1","Black | Black | White | White","Male | Male | Male | Male","44 | 44 | 37 | 37","6 | 6 | 3 | 3","Male","Black","0","No","refuse verbal commands","No | No | No | No",4,"3+","1"
"FTN2019-0289","09/09/2019","UOF Justified","Call for Service","Hands | Takedown (no injury) | Hands | Takedown (no injury)","L1 | L1 | L1 | L1","Black | Black | White | White","Male | Male | Male | Male","44 | 44 | 37 | 37","6 | 6 | 3 | 3","Male","Black","0","No","refuse verbal commands","No | No | No | No",4,"3+","1"
"FTN2019-0290","09/10/2019","UOF Justified","Pedestrian Stop","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Not Specifie | White","Male | Male","23 | 28","3 | 3","Male | Female","Black | Black","29 | 25","No | No","Weapon Exhibited","No | No",2,"2","1"
"FTN2019-0292","09/15/2019","UOF Justified With Training","Call for Service","Takedown (w/injury)","L2","Black","Male","29","4","Male","White","71","Yes","refuse verbal commands","No",1,"1","1"
"FTN2019-0293","09/16/2019","UOF Justified","Arresting","Firearm (Exhibited)","L1","Hispanic","Male","42","4","Male","Black","39","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0294","09/19/2019","UOF Justified With Policy Violation","Arresting","Takedown (no injury) | Takedown (no injury) | Takedown (no injury)","L1 | L1 | L1","Black | Not Specifie | White","Female | Male | Male","33 | 23 | 28","4 | 3 | 3","Male","Black","54","No","Resisting Lawful Arrest","No | No | No",3,"3+","1"
"FTN2019-0295","09/20/2019","UOF Justified","Call for Service","Takedown (no injury) | CEW Deployment","L1 | L2","Black | White","Male | Male","36 | 45","14 | 13","Male","Black","21","No","Resisting Lawful Arrest","Yes | No",2,"2","2"
"FTN2019-0296","09/21/2019","UOF Justified","Traffic Stop","Firearm (Exhibited) | CEW Deployment | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L2 | L1 | L1","White | White | White | Black","Male | Male | Male | Male","26 | 26 | 35 | 25","5 | 5 | 4 | 4","Male","Black","31","No","refuse verbal commands","No | No | No | No",4,"3+","2"
"FTN2019-0297","09/21/2019","UOF Justified","Arresting","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","White | White | White","Male | Male | Female","29 | 28 | 24","5 | 4 | 4","Male | Male | Male","Black | Black | Black","13 | 14 | 16","No | No | No","Flight from an Officer","No | No | No",3,"3+","1"
